hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (2),W4Efsd (3),Cw1rxd,R8c4Qb,qBF1Pd (2),W4Efsd (4),W4Efsd (5),W4Efsd (6),UsdlK,ah5Ghc,doJOZc,lcr4fd href,Cw1rxd (2),R8c4Qb (2),e4rVHe,W4Efsd (7)
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D9%84%D8%B3%D9%8A%D8%AF+%D8%B3%D9%84%D8%A7%D9%85%D9%87%E2%80%AD/data=!4m7!3m6!1s0x14f5c3e280cd3897:0xfbd9b0bf526f5a68!8m2!3d31.2032125!4d29.8818581!16s%2Fg%2F11h70j8sfv!19sChIJlzjNgOLD9RQRaFpvUr-w2fs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور السيد سلامه,,3.8,(12),طبيب أمراض جلدية,·,·,,Website,دكتور السيد سلامه,"6V3J+7PQ, ش سيد",Closed,· Opens 5 PM,012 23585156,,,https://addarea.com/addarea/page/217339/%D8%AF.-%D8%A7%D9%84%D8%B3%D9%8A%D8%AF-%D8%B3%D9%84%D8%A7%D9%85%D8%A9/,,Directions,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF.%D9%85%D8%AD%D9%85%D8%AF+%D8%AD%D8%AC%D8%A7%D8%B2%D9%8A+%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88+%D8%AA%D8%AC%D9%85%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f5c51d379f0c7f:0x226f652a6e189828!8m2!3d31.2160971!4d29.9439702!16s%2Fg%2F11nxsjk87c!19sChIJfwyfNx3F9RQRKJgYbiplbyI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة د.محمد حجازي جلدية و تجميل,,4.9,(65),طبيب أمراض جلدية,·,"32T Moustafa Kamel, street",,Directions,عيادة د.محمد حجازي جلدية و تجميل,Closed,· Opens 12 PM,·,012 81575455,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86+%D8%AD%D8%B4%D9%8A%D8%B4%E2%80%AD/data=!4m7!3m6!1s0x14f594c73dc5efdb:0x6aedb459702a5fa5!8m2!3d31.099682!4d29.7729065!16s%2Fg%2F11h0b488vg!19sChIJ2-_FPceU9RQRpV8qcFm07Wo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الدكتور عبد الرحمن حشيش,,5.0,(11),عِيادة أسنان,·,·,,Directions,عيادة الدكتور عبد الرحمن حشيش,بلاك فورست، شارع اسكندرية مطروح، أمام كافور الهانوفيل، بجوار,Closed,· Opens 5 PM,03 3028181,,,,,,,
https://www.google.com/maps/place/Dr.+Ola+El+Kamshoushi+%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D9%87+%D8%B9%D9%84%D8%A7+%D8%A7%D9%84%D9%83%D9%85%D8%B4%D9%88%D8%B4%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5c38df19beaef:0xc3ed118e985652f2!8m2!3d31.2241349!4d29.9463956!16s%2Fg%2F11b5pj0hjg!19sChIJ7-qb8Y3D9RQR8lJWmI4R7cM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Ola El Kamshoushi دكتوره علا الكمشوشي,,4.7,(205),طبيب أمراض جلدية,·,·,,Directions,Dr. Ola El Kamshoushi دكتوره علا الكمشوشي,"398 طريق الحرية, El Qasem",Closed,· Opens 10 AM Wed,011 18289899,,,,,,,
"https://www.google.com/maps/place/Alexandria,Sidi+gaber+Elmoshir+st/data=!4m7!3m6!1s0x14f5c4ecd79e5b0d:0x8f8ae4d7e20da5f7!8m2!3d31.2220665!4d29.9424239!16s%2Fg%2F11h3ldqxfp!19sChIJDVue1-zE9RQR96UN4tfkio8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1","Alexandria,Sidi gaber Elmoshir st","Alexandria,Sidi gaber Elmoshir st",4.7,(45),طبيب أمراض جلدية,·,·,,Directions,,"شارع ابن شعبة متفرع من, El-Mosheer Ahmed Ismail",Closed,· Opens 6 PM,010 09876270,,,,,,,
https://www.google.com/maps/place/Dr+ehab+wadie/data=!4m7!3m6!1s0x14f5c315e868c791:0xf335df158079313c!8m2!3d31.19188!4d29.9106311!16s%2Fg%2F11h71dr3zm!19sChIJkcdo6BXD9RQRPDF5gBXfNfM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr ehab wadie,Dr ehab wadie,3.0,(4),طبيب أمراض جلدية,·,"46 moharem bek, street",,Directions,,Open 24 hours,,·,012 27193295,,,,,,,
https://www.google.com/maps/place/Doctor+Osama+Sorour+Clinic/data=!4m7!3m6!1s0x14f5c3e5ab54b5b5:0x5d3fbb85ff6db72d!8m2!3d31.206066!4d29.9068061!16s%2Fg%2F1tjxns9r!19sChIJtbVUq-XD9RQRLbdt_4W7P10?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Doctor Osama Sorour Clinic,Doctor Osama Sorour Clinic,4.4,(14),طبيب أمراض جلدية,·,33 Abd El-Hameed Badawi,,Website,,Closed,· Opens 3 PM,·,012 77875463,,,https://f7ola.com/,,Directions,,
https://www.google.com/maps/place/Dr.+Wagdy+Nader+Clinic/data=!4m7!3m6!1s0x14f5c3f299d77535:0x74a617ca51b8ad1b!8m2!3d31.2011949!4d29.9029472!16s%2Fg%2F11f30mf182!19sChIJNXXXmfLD9RQRG624UcoXpnQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Wagdy Nader Clinic,Dr. Wagdy Nader Clinic,3.2,(36),عيادة متخصصة,·,"6W23+F5G, Kolayet Al Teb",,Website,,Closed,· Opens 10 AM,·,03 4845888,,,https://www.yellowpages.com.eg/ar/profile/%D8%AF.-%D9%88%D8%AC%D8%AF%D9%89-%D9%86%D8%A7%D8%AF%D8%B1/302064,,Directions,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D9%87+%D8%A3%D9%85%D9%86%D9%8A%D8%A9+%D8%A7%D9%84%D8%B9%D8%A8%D8%AF+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%89+%D8%AC%D9%84%D8%AF%D9%8A%D9%87+%D9%88+%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%88+%D9%84%D9%8A%D8%B2%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5c37b5db80ae5:0xd53f904841eff25d!8m2!3d31.2257443!4d29.9481895!16s%2Fg%2F11h3_t970r!19sChIJ5Qq4XXvD9RQRXfLvQUiQP9U?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتوره أمنية العبد أخصائى جلديه و تجميل و ليزر,,4.6,(110),طبيب أمراض جلدية,·,·,,Website,الدكتوره أمنية العبد أخصائى جلديه و تجميل و ليزر,"بجوار هيرتيدج (عمارة العفاريت سابقا، ٤١٠ طريق الحريه, Roushdy",Closed,· Opens 3 PM,012 05051324,,,https://www.facebook.com/Dr.omniaelabd/,,Directions,,
https://www.google.com/maps/place/Leather+Mina+onions/data=!4m7!3m6!1s0x14f5c3db189ad9a3:0x9f5edd8a2e3e3bc!8m2!3d31.1854583!4d29.8916092!16s%2Fg%2F11c32cct4n!19sChIJo9maGNvD9RQRvOPjotjt9Qk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Leather Mina onions,Leather Mina onions,3.9,(35),طبيب أمراض جلدية,·,25 Ibn Toloon,,Directions,,Closed,· Opens 8 AM,·,03 3629704,,,,,,,
https://www.google.com/maps/place/ELSaadany+Medical+Center/data=!4m7!3m6!1s0x14f5c18bc9d0b98b:0xe555a48c93a1ce3a!8m2!3d31.1648668!4d29.8656814!16s%2Fg%2F11n04pygc1!19sChIJi7nQyYvB9RQROs6hk4ykVeU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ELSaadany Medical Center,ELSaadany Medical Center,,,طبيب أمراض جلدية,·,·,,Directions,,163 شارع المكس، الورديان،,Closed,· Opens 12 PM,012 88112667,,,,,,No reviews,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D9%87+%D8%A8%D9%85%D9%8A%D9%86%D8%A7+%D8%A7%D9%84%D8%A8%D8%B5%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f5c3db19565617:0x5dbfc0983c3fec37!8m2!3d31.1855327!4d29.8912664!16s%2Fg%2F11crxw9m_n!19sChIJF1ZWGdvD9RQRN-w_PJjAv10?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,العيادة الجلديه بمينا البصل,,4.3,(4),مستشفى,·,21-25 Ibn Toloon,,Directions,العيادة الجلديه بمينا البصل,Closed,· Opens 8 AM,·,03 3629704,,,,,,,
https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%AF+%D8%A3%D8%B3%D8%A7%D9%85%D9%87+%D8%A7%D9%84%D8%B7%D9%8A%D8%A8%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5955fc43c38e5:0xcf854461f4fa5b43!8m2!3d31.0893042!4d29.7297351!16s%2Fg%2F11h03f7ltb!19sChIJ5Tg8xF-V9RQRQ1v69GFEhc8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,صيدلية د أسامه الطيبى,,3.6,(17),صيدلية,·,,,Website,صيدلية د أسامه الطيبى,شاطئ النخيل شارع 27 بين 14 و 16,,,010 66674761,Delivery,,http://taypharmacies.com/,,Directions,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D9%85%D8%B1%D9%88+%D8%AD%D8%B3%D9%86+%D8%B9%D8%A7%D9%81%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5c397252fb99b:0x87c8fcf402cc045d!8m2!3d31.1916279!4d29.9140812!16s%2Fg%2F1tdhws0n!19sChIJm7kvJZfD9RQRXQTMAvT8yIc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عمرو حسن عافية,,4.7,(14),عيادة طبية,·,5WR7+MJ4,,Directions,دكتور عمرو حسن عافية,,,,03 3922662,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B3%D8%B9%D8%AF%D9%86%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5c1916cf2dac7:0xf884dd05d6476e77!8m2!3d31.1640564!4d29.8660651!16s%2Fg%2F11h3yzmtlj!19sChIJx9rybJHB9RQRd25H1gXdhPg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد السعدنى,,5.0,(1),أخصائي الطب الجنسي,·,·,,Directions,دكتور أحمد السعدنى,٢٦ شارع الورديان الصنيه متفرع من شارع,Closed,· Opens 4 PM,03 4441261,,,,,,,
https://www.google.com/maps/place/%D8%AF.+%D9%88%D9%84%D8%A7%D8%A1+%D8%AD%D9%85%D8%B2%D8%A7%D9%88%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5ea9047dce8a1:0x1989b1d40be043eb!8m2!3d31.1355715!4d29.822168!16s%2Fg%2F11g0464y3b!19sChIJoejcR5Dq9RQR60PgC9SxiRk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د. ولاء حمزاوى,,,,طبيب أمراض جلدية,·,Vectoria,,Directions,د. ولاء حمزاوى,,,,010 22275088,,,,,,No reviews,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF+%D9%85%D8%AC%D8%AF%D9%89+%D8%B9%D8%B4%D9%85%D8%A7%D9%88%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5ed00673ac5cf:0xedb7dd701e8cd0f!8m2!3d31.0062465!4d29.8077016!16s%2Fg%2F11zdbsrc22!19sChIJz8U6ZwDt9RQRD83oAdd92w4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة د مجدى عشماوى,,,,طبيب أمراض جلدية,·,,,Directions,عيادة د مجدى عشماوى,78 مسجد الايمان,,,,,,,,,No reviews,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF.%D9%88%D9%84%D8%A7%D8%A1+%D9%85%D9%86%D8%B5%D9%88%D8%B1+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A%D8%A9+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%88%D8%A7%D9%84%D9%84%D9%8A%D8%B2%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5c579f8cdc885:0xabc3f9c86844dfb!8m2!3d26.1992344!4d50.1650547!16s%2Fg%2F11trdx390l!19sChIJhcjN-HnF9RQR-02Ehpw_vAo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة د.ولاء منصور أخصائية الجلدية والتجميل والليزر,,4.9,(102),طبيب أمراض جلدية,,,,Directions,عيادة د.ولاء منصور أخصائية الجلدية والتجميل والليزر,,,,015 51016996,,,,,,,
https://www.google.com/maps/place/Abou+Hendeya+Hospital/data=!4m7!3m6!1s0x14f594b8cd1f608f:0xd008028537d75eda!8m2!3d31.0964702!4d29.7716476!16s%2Fg%2F11b5phs02b!19sChIJj2AfzbiU9RQR2l7XN4UCCNA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Abou Hendeya Hospital,Abou Hendeya Hospital,2.2,(25),مستشفى خاصة,·,·,,Website,,مسجد أبو ذر الغفاري،,Open 24 hours,·,03 4344612,,,https://www.yellowpages.com.eg/ar/profile/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D8%A8%D9%88-%D9%87%D9%86%D8%AF%D9%8A%D8%A9/27496,,Directions,,
https://www.google.com/maps/place/Dr.+Sami+Abdel+Hamid+Abou+Zeid/data=!4m7!3m6!1s0x14f5dad28f33e327:0xe1e9f592c08f07e2!8m2!3d31.200469!4d29.900491!16s%2Fg%2F1tr6ck8d!19sChIJJ-Mzj9La9RQR4gePwJL16eE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Sami Abdel Hamid Abou Zeid,Dr. Sami Abdel Hamid Abou Zeid,4.2,(17),عيادة طبية,·,59 Saad Zaghloul,,Directions,,Closed,· Opens 9 AM,·,03 4869223,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF+%D8%A3%D9%85%D8%A7%D9%86%D9%8A+%D9%86%D8%AC%D9%8A%D8%A8+%D9%84%D9%84%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f5d10019751237:0xab758c150e694df2!8m2!3d31.2697091!4d30.0056376!16s%2Fg%2F11y_2fxzy8!19sChIJNxJ1GQDR9RQR8k1pDhWMdas?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة د أماني نجيب للأمراض الجلدية والتجميل,,4.9,(29),طبيب أمراض جلدية,·,7294+V7J,,Directions,عيادة د أماني نجيب للأمراض الجلدية والتجميل,Closed,· Opens 5 PM,·,010 29008874,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AC%D9%85%D8%A7%D9%84+%D8%A7%D9%84%D8%AD%D8%AF%D8%A7%D8%AF+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%89+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D9%87+%D9%88%D8%AA%D8%B1%D9%85%D9%8A%D9%85+%D8%A7%D9%84%D8%AC%D9%84%D8%AF+%D9%88%D8%A7%D9%84%D8%A8%D8%B4%D8%B1%D9%87+%D9%88%D8%A7%D9%84%D9%84%D9%8A%D8%B2%D8%B1+%D8%A7%D9%84%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D9%87+%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D9%87+%D8%A7%D9%84%D9%83%D9%88%D9%8A%D8%AA+Dermatologist%E2%80%AD/data=!4m7!3m6!1s0x14f5c4914ccdf34f:0x716aad848a2ff591!8m2!3d31.2150185!4d29.9452765!16s%2Fg%2F11d_9hls70!19sChIJT_PNTJHE9RQRkfUvioStanE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور جمال الحداد استشارى الجلديه وترميم الجلد والبشره والليزر الاسكندريه القاهره الكويت Dermatologist,,4.9,(147),طبيب أمراض جلدية,·,31 Victor Amanoiel Square,,Website,دكتور جمال الحداد استشارى الجلديه وترميم الجلد والبشره والليزر الاسكندريه القاهره الكويت Dermatologist,Closed,· Opens 9 AM,·,010 25252224,On-site services,,https://diamondskinclinic.com/,,Directions,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0%D9%87+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D9%87+%D8%B9%D8%A7%D8%A6%D8%B4%D9%87+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D9%86%D8%B9%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f5c3ef0b5d429f:0xbf105558bad0b895!8m2!3d31.1993991!4d29.8946721!16s%2Fg%2F1tdsl_k7!19sChIJn0JdC-_D9RQRlbjQulhVEL8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الأستاذه الدكتوره عائشه عبد المنعم,,5.0,(1),طبيب أمراض جلدية,·,5VXV+QV3,,Directions,الأستاذه الدكتوره عائشه عبد المنعم,,,,03 4802626,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%89+%D8%A7%D9%84%D8%AF%D9%8A%D9%86+%D9%85%D8%AD%D9%85%D8%AF+%D8%A7%D8%AD%D9%85%D8%AF+%D8%B7%D8%A8%D9%8A%D8%A8+%D9%88+%D8%AC%D8%B1%D8%A7%D8%AD%E2%80%AD/data=!4m7!3m6!1s0x14f5952c8fd387e7:0xdc37d13679da0d1b!8m2!3d31.1213173!4d29.786731!16s%2Fg%2F11h0cffkhz!19sChIJ54fTjyyV9RQRGw3aeTbRN9w?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محى الدين محمد احمد طبيب و جراح,,,,جراح تجميل,·,·,,Directions,دكتور محى الدين محمد احمد طبيب و جراح,4QCP+GMH، شارع البيطاش الرئيسى بجوار مطعم أبو يونس,Closed,· Opens 5 PM,03 3093067,,,,,,No reviews,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D9%85%D8%AC%D8%AF%D9%89+%D8%B1%D8%AC%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x14f5c3f2811870ad:0x325f28606af9d2c3!8m2!3d31.200803!4d29.9019426!16s%2Fg%2F11h12xfdpb!19sChIJrXAYgfLD9RQRw9L5amAoXzI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتورمجدى رجب,,3.8,(9),طبيب,·,·,,Directions,دكتورمجدى رجب,"٢ شارع أمين فكري, Mahta Al Raml Sq.",Closed,· Opens 2 PM,03 4842069,,,,,,,
https://www.google.com/maps/place/Dr.+Adel+Hassan+El+Beheiry/data=!4m7!3m6!1s0x14f5dad28f33e327:0xdaa64906dbcf3601!8m2!3d31.200469!4d29.900491!16s%2Fg%2F1tcwbqz4!19sChIJJ-Mzj9La9RQRATbP2wZJpto?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Adel Hassan El Beheiry,Dr. Adel Hassan El Beheiry,5.0,(5),طبيب أمراض جلدية,·,,,Directions,,59 ش سعد زغلول,,,03 4869440,,,,,,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%86%D8%AC%D9%84%D8%A7%D8%A1+%D9%81%D8%AA%D8%AD%D9%89+%D8%B9%D8%AC%D9%85%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5c48967c417a1:0x335f05f4d16f1e88!8m2!3d31.2183477!4d29.9320142!16s%2Fg%2F11h1j0539m!19sChIJoRfEZ4nE9RQRiB5v0fQFXzM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الأستاذة الدكتورة نجلاء فتحى عجمية,,4.4,(19),طبيب أمراض جلدية,·,·,,Website,الأستاذة الدكتورة نجلاء فتحى عجمية,"شقة 27، عمارة 178 الدور الخامس, Omar Lotfy",Closed,· Opens 3 PM,03 5907612,,,https://www.yellowpages.com.eg/ar/profile/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A7.-%D8%AF.-%D9%86%D8%AC%D9%84%D8%A7%D8%A1-%D9%81%D8%AA%D8%AD%D9%89-%D8%B9%D8%AC%D9%85%D9%8A%D8%A9-%E2%80%93-%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A7%D9%87-%D8%A7%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9-%D9%88%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%89-%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC-%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84%D9%89-%D9%84%D9%84%D8%AC%D9%84%D8%AF-%D9%88%D8%A7%D9%84%D9%84%D9%8A%D8%B2%D8%B1/596519,,Directions,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D8%B3%D8%A7%D9%84%D9%89+%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85+%D8%A7%D9%84%D8%B2%D9%85%D8%B1%D8%A7%D9%86%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5c483f018ba2d:0x926bb51a4a9dd0f1!8m2!3d31.2097837!4d29.9326913!16s%2Fg%2F11fkx654q7!19sChIJLboY8IPE9RQR8dCdShq1a5I?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتورة سالى إبراهيم الزمراني,,4.3,(14),طبيب أمراض جلدية,·,·,,Directions,دكتورة سالى إبراهيم الزمراني,٣٥ ش محمود حسن فهمي برج العشري الدور الأول خلف مدرسة صلاح سالم، خلف كوبري، ش Abou Quer,Closed,· Opens 7 PM,03 4277019,,,,,,,·
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D9%87+%D9%8A%D8%B3%D8%B1%D8%A7+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%AD%D9%89+%D8%A7%D9%84%D8%AF%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5c462811eb73d:0x3a94e11b0815fab4!8m2!3d31.1988137!4d29.9086987!16s%2Fg%2F11h3sn473c!19sChIJPbcegWLE9RQRtPoVCBvhlDo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتوره يسرا محمد محى الدين,,4.5,(2),طبيب أمراض جلدية,·,·,,Directions,دكتوره يسرا محمد محى الدين,"الروماني، ٧٣ شارع فؤاد -عماره دلتا الفراعنه -اعلي البنك العربي الافريقي- الدور الاول شارع فؤاد قبل, Al Mothaf",Closed,· Opens 4 PM,03 3951010,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D9%85%D8%AF%D9%88%D8%AD+%D9%83%D9%85%D8%A7%D9%84+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D8%B9%D8%B7%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5ead5cfd2f081:0xd1c926aaabc44dcd!8m2!3d31.1155842!4d29.7939535!16s%2Fg%2F11fl7byzv6!19sChIJgfDSz9Xq9RQRzU3Eq6omydE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور ممدوح كمال عبد المعطى,,,,جرَّاح,·,·,,Directions,دكتور ممدوح كمال عبد المعطى,"امام البنك،, Al Bitash",Closed,· Opens 9 AM,010 05603381,,,,,,No reviews,
https://www.google.com/maps/place/Dr.+George+Mounir+Saba/data=!4m7!3m6!1s0x14f5c3f26558d5b5:0xde12ca108a82e92e!8m2!3d31.2000897!4d29.8974208!16s%2Fg%2F1tlr2l6x!19sChIJtdVYZfLD9RQRLumCihDKEt4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. George Mounir Saba,Dr. George Mounir Saba,3.4,(17),طبيب أمراض جلدية,·,22 el Ghorfa El Togareya st.,,Directions,,Closed,· Opens 12 PM,·,03 4809406,,,,,,,
