fontTitleLarge,google-symbols,V56sed,CpfJee,hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (2),W4Efsd (3),W4Efsd (4),W4Efsd (5),UsdlK,Cw1rxd,R8c4Qb,doJOZc,W4Efsd (6),W4Efsd (7),lcr4fd href,Cw1rxd (2),R8c4Qb (2),qBF1Pd (2),e4rVHe,ah5Ghc
,,,,https://www.google.com/maps/place/%D9%81%D9%8A%D9%84%D8%A7+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85+%D8%A8%D8%AF%D9%88%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5955b7c218071:0x4b6e0cfae423787d!8m2!3d31.0934717!4d29.7493174!16s%2Fg%2F11p5mkmkrq!19sChIJcYAhfFuV9RQRfXgj5PoMbks?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,فيلا الدكتور ابراهيم بدوى,فيلا الدكتور ابراهيم بدوى,,,مبنى سكني,·,,,"3PVX+9PP, Alex - Cairo",,,Directions,,,,,,,,No reviews,
,,,,"https://www.google.com/maps/place/Dental+Etch+Clinic+,+%D8%AF%D9%8A%D9%86%D8%AA%D8%A7%D9%84+%D8%A5%D8%AA%D8%B4+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A7%D8%B3%D9%86%D8%A7%D9%86+%D8%AF.+%D9%87%D8%B4%D8%A7%D9%85+%D8%AA%D9%88%D8%BA%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f59515583fd5e5:0x854a4ac8b84caa19!8m2!3d31.090348!4d29.755391!16s%2Fg%2F11rcbfvls_!19sChIJ5dU_WBWV9RQRGapMuMhKSoU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1","Dental Etch Clinic , دينتال إتش لطب الاسنان د. هشام توغان","Dental Etch Clinic , دينتال إتش لطب الاسنان د. هشام توغان",5.0,(5),عِيادة أسنان,·,"العجمي ،ابو يوسف ،طريق اسكندرية مطروح ،بجوار مدرسة, الاورمان",Closed,·,015 56444534,,Directions,,· Opens 5 AM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f594d1e3d3f769:0x2a0ee8d74bd76e4e!8m2!3d31.106226!4d29.7820896!16s%2Fg%2F11h6glpy3l!19sChIJaffT49GU9RQRTm7XS9foDio?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور إبراهيم عبد القادر,دكتور إبراهيم عبد القادر,5.0,(3),جرَّاح,·,"4Q4J+FRW، أمام كافية أثينا،, Alex - Marsa Matrouh",Closed,·,010 12070122,,Directions,,· Opens 5 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%2F+%D8%AD%D9%81%D9%86%D9%89+%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594bfab29b181:0x9ab36861ff68824!8m2!3d31.0965297!4d29.768446!16s%2Fg%2F11h6fkp1yc!19sChIJgbEpq7-U9RQRJIj2H4Y2qwk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د/ حفنى السودانى,د/ حفنى السودانى,5.0,(4),طبيب أسنان,·,3QW9+J98، مقابل نقطة فوزى معاذ، طريق اسكندرية,Closed,·,012 27079414,,Directions,,· Opens 4 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%83%D9%85%D8%A7%D9%84+%D8%A7%D9%84%D9%81%D9%82%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594c66fa09567:0x92dbe9bd005fd6c5!8m2!3d31.1021677!4d29.7752374!16s%2Fg%2F1tqks1j1!19sChIJZ5Wgb8aU9RQRxdZfAL3p25I?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتور محمد كمال الفقى,الدكتور محمد كمال الفقى,,,طبيب,·,,,1 El-Zobeir Ibn El-Awam,,,Directions,,,,,,,,No reviews,
,,,,https://www.google.com/maps/place/%D8%B1%D9%88%D9%88%D9%81+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%A7%D9%85%D8%A7%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f593ffbf5be0cf:0x5652d88e36c5ff60!8m2!3d31.0879521!4d29.725485!16s%2Fg%2F11rfb1gw5g!19sChIJz-Bbv_-T9RQRYP_FNo7YUlY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,رووف دكتور محمد امام,رووف دكتور محمد امام,,,مجمع سكني,·,"امام دار الدفاع الجوى, Street 45",,,,,Directions,,,,,,,,No reviews,
,,,,https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%AF.%D8%B5%D9%84%D8%A7%D8%AD+%D9%81%D8%AA%D8%AD%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5948205f459cf:0x86e9e3b9e67614c!8m2!3d31.0883395!4d29.7528391!16s%2Fg%2F1jkypf8xd!19sChIJz1n0BYKU9RQRTGFnnjuebgg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,صيدلية د.صلاح فتحي,صيدلية د.صلاح فتحي,3.7,(7),صيدلية,·,"مسجد الصابرين, العجمى, أبو يوسف",Closed,·,03 4111266,,Directions,,· Opens 9 AM,,,,,,,In-store shopping
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D8%A7%D9%88%D9%89+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%89+%D8%AA%D9%82%D9%88%D9%8A%D9%85+%D8%A7%D9%84%D8%A7%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5950071b2e8df:0x559cefe089eabea5!8m2!3d31.0929235!4d29.7614184!16s%2Fg%2F11zh6ybm7k!19sChIJ3-iycQCV9RQRpb7qieDvnFU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد الشرقاوى أخصائى تقويم الاسنان,دكتور أحمد الشرقاوى أخصائى تقويم الاسنان,,,طبيب تقويم أسنان,·,,,3QV6+5G2,,,Directions,,,,,,,,No reviews,
,,,,https://www.google.com/maps/place/%D8%AF%2F+%D8%B5%D8%A7%D8%A8%D8%B1+%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f59490cc457dc1:0x919f98609e227cfb!8m2!3d31.0883314!4d29.7528406!16s%2Fg%2F11h12rpwwp!19sChIJwX1FzJCU9RQR-3winmCYn5E?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د/ صابر الجمال,د/ صابر الجمال,3.8,(12),جراح تقويم عظام,·,ابو يوسف، امام ابو حجاج بجوار برج الصابرين، شارع مسجد الصابرين، 17 5طريق الإسكندرية,Closed,· Opens 6 PM,011 48748427,,Website,,·,,https://m.facebook.com/pages/category/Orthopedist/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9-%D8%AF-%D8%B5%D8%A7%D8%A8%D8%B1-%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D9%84-%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A-%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85-178311309726372/,,Directions,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D9%86%D8%A7%D8%B5%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f59481a4818645:0x94cf7c245f71fe8!8m2!3d31.0858632!4d29.7465763!16s%2Fg%2F11h7dt5r3l!19sChIJRYaBpIGU9RQR6B_3RcL3TAk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد ناصر,دكتور أحمد ناصر,4.0,(3),عيادة جراحة العظام,·,3PPW+8JW، طريق اسكندرية مطروح، بجوار شارع همام,,,012 72709857,,Directions,,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AE%D8%A7%D9%84%D8%AF+%D9%85%D8%AD%D9%85%D8%AF+%D8%A3%D8%AD%D9%85%D8%AF+%D9%85%D8%AE%D9%8A%D9%85%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5953191622907:0x4f1ed783c0121f79!8m2!3d31.0990016!4d29.7718635!16s%2Fg%2F11zxkcs365!19sChIJBylikTGV9RQReR8SwIPXHk8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور خالد محمد أحمد مخيمر,عيادة دكتور خالد محمد أحمد مخيمر,,,طبيب باطنه,·,اسكندرية مطروح عمارة مطعم أبو راوية فوق كافيه الهانوفيل,Closed,·,015 57653765,,Directions,,· Opens 2 PM,,,,,,No reviews,
,,,,https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%AF%2F%D9%85%D8%AD%D9%85%D8%AF%D8%BA%D8%A7%D8%B2%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f593d6b1c8075f:0xe40de33af20bab11!8m2!3d31.0816583!4d29.7406959!16s%2Fg%2F11g_y_7q9y!19sChIJXwfIsdaT9RQREasL8jrjDeQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,صيدلية د/محمدغازي,صيدلية د/محمدغازي,5.0,(4),صيدلية,·,3شارع بلال بن رباح، الذراع البحري، قسم العامرية، الإسكندرية،,Closed,,,,Directions,,· Opens 10 AM,,,,,,,Delivery
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%2F+%D8%A3%D9%85%D9%8A%D9%86+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%A7%D8%B2%D9%82+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85+%28%D9%81%D8%B1%D8%B9+%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A%29%E2%80%AD/data=!4m7!3m6!1s0x14f595e8a27f4701:0x8b459446b36fa029!8m2!3d31.0883462!4d29.7523652!16s%2Fg%2F11h71459n_!19sChIJAUd_ouiV9RQRKaBvs0aURYs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الأستاذ الدكتور/ أمين عبد الرازق لجراحة العظام (فرع العجمي),عيادة الأستاذ الدكتور/ أمين عبد الرازق لجراحة العظام (فرع العجمي),4.1,(10),عيادة جراحة العظام,·,"برج الصابرين بجوار, El-Saberin Mosque",Closed,· Opens 3 PM,011 49992880,,Website,,·,,https://www.facebook.com/Dr.AminAbdelRazek.Clinic/,,Directions,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%81%D8%AA%D8%AD%D9%89+%D8%B9%D8%B7%D8%A7%D8%A7%D9%84%D9%84%D9%87+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%89+%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D8%B1%D8%A9+%D9%88%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f595001a3298b9:0xa1ec45fafdef36f6!8m2!3d31.1158928!4d29.7635155!16s%2Fg%2F11z8hsfc1x!19sChIJuZgyGgCV9RQR9jbv_fpF7KE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور فتحى عطاالله أخصائى طب الأسرة والأطفال,دكتور فتحى عطاالله أخصائى طب الأسرة والأطفال,5.0,(1),عيادة طبية,·,Open 24 hours,,١ Dawoud Khattab,010 30949251,,Directions,,·,,,,,,,
,,,,https://www.google.com/maps/place/%D9%85%D9%83%D8%AA%D8%A8+%D8%A7%D9%84%D9%85%D8%A3%D8%B0%D9%88%D9%86+%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D9%84%D9%8A+%D8%A7%D8%A8%D9%88%D9%8A%D8%AD%D9%8A%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f595476273ad51:0xd63065c16ce1a6a7!8m2!3d31.0864671!4d29.7436713!16s%2Fg%2F11sbs46m_6!19sChIJUa1zYkeV9RQRp6bhbMFlMNY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مكتب المأذون الشرعي دكتور علي ابويحيي,مكتب المأذون الشرعي دكتور علي ابويحيي,5.0,(4),مكتب ترخيص الزواج,·,ابويوسف قبلي,Open 24 hours,·,012 84129591,,Website,,,,https://mazounalexandria.com/,,Directions,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%2F+%D8%AE%D8%A7%D9%84%D8%AF+%D8%A7%D9%84%D8%B4%D9%8A%D9%85%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594ce3bacd017:0xe292bde933a7ef15!8m2!3d31.1054733!4d29.781138!16s%2Fg%2F11h00dznwr!19sChIJF9CsO86U9RQRFe-nM-m9kuI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور/ خالد الشيمى,دكتور/ خالد الشيمى,5.0,(14),طبيب عيون,·,بجوار بلوستار للبصريات الكيلو ١٦.٥طريق مصر، الصحراوي,,,03 3016724,,Website,,,,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%AE%D8%A7%D9%84%D8%AF-%D8%A7%D9%84%D8%B4%D9%8A%D9%85%D9%89-%D8%AC%D8%B1%D8%A7%D8%AD%D8%A7%D8%AA-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-,,Directions,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AD%D8%B3%D9%86+%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85+%D8%B9%D9%88%D8%A7%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f5951bfa260ffd:0xa80d38aa9b8c4bdb!8m2!3d31.0991061!4d29.7664216!16s%2Fg%2F11h6t978pz!19sChIJ_Q8m-huV9RQR20uMm6o4Dag?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عبدالمحسن ابراهيم عواد,دكتور عبدالمحسن ابراهيم عواد,5.0,(1),طبيب أطفال,·,العجمى ابويوسف العجمى ابو يوسف طريق اسكندرية مطروح - الدور الثاني العجمي,,,02 25983900,,Website,,,,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AD%D8%B3%D9%86--%D8%B9%D9%88%D8%A7%D8%AF-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-%D9%88%D8%AD%D8%AF%D9%8A%D8%AB%D9%8A-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D8%AF%D8%A9?utm_source=referral&utm_medium=gmb&utm_campaign=maps,,Directions,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%87%D9%8A%D8%AB%D9%85+%D9%81%D8%A7%D9%8A%D8%AF+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%A7%D9%88%D8%B1%D8%A7%D9%85+%D9%88+%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5949ad3faaaa9:0xd1858b41ed630bdf!8m2!3d31.0900195!4d29.7553022!16s%2Fg%2F11dxqj_5r0!19sChIJqar605qU9RQR3wtj7UGLhdE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الاستاذ الدكتور هيثم فايد لجراحة الاورام و الثدي,عيادة الاستاذ الدكتور هيثم فايد لجراحة الاورام و الثدي,3.6,(10),جرَّاح,·,"امام مدارس الاورمان الثانوية الفندقية والكمبيوتر, طريق اسكندرية مطروح, Abou Youssef",,,010 10076075,,Website,,,,https://www.facebook.com/h.fayedsurgicaloncology,,Directions,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D9%8A%D9%85%D9%86+%D8%B3%D8%B9%D9%8A%D8%AF+%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%89+%D8%B5%D8%AF%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f595745a03d0d9:0x5e28daa24293bac!8m2!3d31.0890117!4d29.753361!16s%2Fg%2F11vbskkm_j!19sChIJ2dADWnSV9RQRrDspJKqN4gU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور ايمن سعيد علام استشارى صدر,عيادة دكتور ايمن سعيد علام استشارى صدر,5.0,(2),مستشار صحي,·,,,3QQ3+H89,010 24217145,,Directions,,,,,,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%B4%D8%B1%D9%81+%D8%A8%D8%AF%D9%88%D9%89+%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D8%A9+%D9%88%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f59593a2287fa1:0xeba3b0ee39f1ad9a!8m2!3d31.0872103!4d29.7480401!16s%2Fg%2F11fkyygk58!19sChIJoX8oopOV9RQRmq3xOe6wo-s?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز الدكتور أشرف بدوى لزراعة وتجميل الأسنان,مركز الدكتور أشرف بدوى لزراعة وتجميل الأسنان,4.0,(1),طبيب,·,3PPX+V6M، برج الحمد - ش صلاح سالم - عمارات المحاربين الجديدة - أمام مزلقان الإنشاء والتعمير,Closed,·,010 03920494,,Directions,,· Opens 3 PM,,,,,,,
,,,,https://www.google.com/maps/place/Doctor+vet+clinic/data=!4m7!3m6!1s0x14f59361f8c2d6e3:0x520b8d2025308b2a!8m2!3d31.0697626!4d29.7201523!16s%2Fg%2F11h7cljryx!19sChIJ49bC-GGT9RQRKoswJSCNC1I?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Doctor vet clinic,,3.3,(16),طبيب بيطري,·,Closed,· Opens 12 PM,,012 77393035,,Directions,,,,,,,Doctor vet clinic,,
,,,,https://www.google.com/maps/place/Royal+clinics+%D8%A7%D9%84%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D8%A7%D9%84%D9%85%D9%84%D9%83%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f594c1beed5083:0xd787c3e31c4be44c!8m2!3d31.1028615!4d29.7674131!16s%2Fg%2F11gg6d4w8p!19sChIJg1DtvsGU9RQRTORLHOPDh9c?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Royal clinics العيادات الملكية,Royal clinics العيادات الملكية,4.6,(53),عيادة طبية,·,Open,· Closes 11 PM,Elhanovel Road,012 76742216,,Directions,,·,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF.+%D8%A7%D8%B3%D9%84%D8%A7%D9%85+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D9%86%D8%B9%D9%85+%D8%A7%D8%A8%D9%88+%D8%B2%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f59490cad57df9:0x9d43298946da32e2!8m2!3d31.0922726!4d29.7599663!16s%2Fg%2F11fkw6_zcp!19sChIJ-X3VypCU9RQR4jLaRokpQ50?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د. اسلام عبد المنعم ابو زيد,د. اسلام عبد المنعم ابو زيد,3.9,(17),عيادة طب العيون,·,١٧.٥ طريق اسكندرية مطروح، أبو يوسف,,,011 20600161,,Directions,,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D8%A7%D9%88%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5950056b9a1b1:0x69c5118898889dcb!8m2!3d31.0884018!4d29.750192!16s%2Fg%2F11mrlkjljx!19sChIJsaG5VgCV9RQRy52ImIgRxWk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الدكتور محمد الشرقاوى,عيادة الدكتور محمد الشرقاوى,,,طبيب أمراض نسائية و توليد,·,,,3QQ2+938,,,Directions,,,,,,,,No reviews,
,,,,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%84%D9%8A%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%8A%D8%B2%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f595011b8b259d:0xf2f1d47cf74114f8!8m2!3d31.0893565!4d29.7300033!16s%2Fg%2F11szfj4s61!19sChIJnSWLGwGV9RQR-BRB93zU8fI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,شالية دكتور يزيد,شالية دكتور يزيد,,,مبنى سكني,·,49 25، الذراع البحري، قسم أول العامرية،,,,,,Directions,,,,,,,,No reviews,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86+%D8%AD%D8%A7%D9%81%D8%B8%E2%80%AD/data=!4m7!3m6!1s0x14f5950016b8a4cb:0x56036793c08eb78c!8m2!3d31.0899598!4d29.7545692!16s%2Fg%2F11xnrhd1fd!19sChIJy6S4FgCV9RQRjLeOwJNnA1Y?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عبد الرحمن حافظ,دكتور عبد الرحمن حافظ,,,جراح تقويم عظام,·,,,"3QQ3+WR6, Alexandria - Marsa Matrouh Rd",,,Directions,,,,,,,,No reviews,
,,,,https://www.google.com/maps/place/%D8%AF.%D8%A8%D8%B3%D9%85%D8%A9+%D9%8A%D8%AD%D9%8A%D9%8A+%D9%84%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A1+%D9%88+%D8%A7%D9%84%D8%AA%D9%88%D9%84%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f595a5a1d4b7cb:0xe8fb626d3ee1e393!8m2!3d31.094199!4d29.7599108!16s%2Fg%2F11sqh9p0p6!19sChIJy7fUoaWV9RQRk-PhPm1i--g?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د.بسمة يحيي لأمراض النساء و التوليد,د.بسمة يحيي لأمراض النساء و التوليد,4.6,(10),طبيب أمراض نسائية و توليد,·,"قبل صيدلية شهاب في وش جزارة العربي عمارة شهرزاد, العجمي أبو يوسف, Al Haded We Al Soulb",Closed,·,012 78166782,,Directions,,· Opens 12 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%85%D8%B1%D9%88+%D8%A7%D9%84%D8%B1%D9%8A%D8%B3+...+%D9%81%D9%86+%D8%A7%D9%84%D8%AD%D8%AC%D8%A7%D9%85%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f595584c797d93:0x6d985e3df8e658b1!8m2!3d31.0930632!4d29.7479823!16s%2Fg%2F11q_4610hn!19sChIJk315TFiV9RQRsVjm-D1emG0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عمرو الريس ... فن الحجامة,عمرو الريس ... فن الحجامة,5.0,(14),ممارس طب بديل,·,Closed,"https://maps.app.goo.gl/pp2oVHDzk8mQtMQB8, Abou Youssef",· Opens 7 PM,,,Website,,,,https://wa.me/201094410000,,Directions,,,
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%2F%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%B5%D8%B7%D9%81%D9%89+%D9%81%D9%87%D9%85%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594ea0301a791:0xe83fe106355b5c2d!8m2!3d31.1046784!4d29.7645573!16s%2Fg%2F1vc8lpqz!19sChIJkacBA-qU9RQRLVxbNQbhP-g?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتور الاستاذ /محمد مصطفى فهمى,الدكتور الاستاذ /محمد مصطفى فهمى,4.8,(39),طبيب,·,Closed,· Opens 4 PM,9 El-Taqwa Mosque,03 4353023,,Directions,,·,,,,,,,
