name,specialty,category,phone,address,latitude,longitude,source_url
Dalia Derma Clinic,جلدية,طبيب أمراض جلدية,01001003394,314 Abou Quer,31.2175908,29.9395522,https://www.google.com/maps/place/Dalia+Derma+Clinic/data=!4m7!3m6!1s0x14f5c5956a29d735:0xaed23428e8cb59a7!8m2!3d31.2175908!4d29.9395522!16s%2Fg%2F11f7r44hqr!19sChIJNdcpapXF9RQRp1nL6Cg00q4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dermatology and Venereal Diseases,جلدية,قسم في المستشفى,,21 International Coastal Rd,31.0784537,29.7348672,https://www.google.com/maps/place/Dermatology+and+Venereal+Diseases/data=!4m7!3m6!1s0x14f59384f1aaa383:0x4daecdb883ce1224!8m2!3d31.0784537!4d29.7348672!16s%2Fg%2F11c594wjx2!19sChIJg6Oq8YST9RQRJBLOg7jNrk0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Doctor Osama Sorour Clinic,جلدية,طبيب أمراض جلدية,01277875463,33 Abd El-Hameed Badawi,31.206066,29.9068061,https://www.google.com/maps/place/Doctor+Osama+Sorour+Clinic/data=!4m7!3m6!1s0x14f5c3e5ab54b5b5:0x5d3fbb85ff6db72d!8m2!3d31.206066!4d29.9068061!16s%2Fg%2F1tjxns9r!19sChIJtbVUq-XD9RQRLbdt_4W7P10?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr Hamdy Elshennawy Clinic,جلدية,طبيب أمراض جلدية,01550178333,3 El-Hag Eid Khair Allah No. 1,31.0987684,29.7716886,https://www.google.com/maps/place/Dr+Hamdy+Elshennawy+Clinic/data=!4m7!3m6!1s0x14f595115d7cb2b5:0xaec64a5e524f8a9a!8m2!3d31.0987684!4d29.7716886!16s%2Fg%2F11jdbhgwtd!19sChIJtbJ8XRGV9RQRmopPUl5Kxq4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr dina rady clinc,جلدية,طبيب أمراض جلدية,01202884856,"6W29+2FQ, Smouha, beside kiroseiz, sharazad building, first floor Alexandria governme",31.2000924,29.9187387,https://www.google.com/maps/place/Dr+dina+rady+clinc/data=!4m7!3m6!1s0x14f5c3fa5f111f05:0x60f3b6e85e19430b!8m2!3d31.2000924!4d29.9187387!16s%2Fg%2F11h27mcdkd!19sChIJBR8RX_rD9RQRC0MZXui282A?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr ehab wadie,جلدية,طبيب أمراض جلدية,01227193295,"46 moharem bek, street",31.19188,29.9106311,https://www.google.com/maps/place/Dr+ehab+wadie/data=!4m7!3m6!1s0x14f5c315e868c791:0xf335df158079313c!8m2!3d31.19188!4d29.9106311!16s%2Fg%2F11h71dr3zm!19sChIJkcdo6BXD9RQRPDF5gBXfNfM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr. Adel Hassan El Beheiry,جلدية,طبيب أمراض جلدية,034869440,59 ش سعد زغلول,31.200469,29.900491,https://www.google.com/maps/place/Dr.+Adel+Hassan+El+Beheiry/data=!4m7!3m6!1s0x14f5dad28f33e327:0xdaa64906dbcf3601!8m2!3d31.200469!4d29.900491!16s%2Fg%2F1tcwbqz4!19sChIJJ-Mzj9La9RQRATbP2wZJpto?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr. Ahmed Abdel Moneim Abdel Karim,جلدية,طبيب أمراض جلدية,01022000747,8 Al Galaa,31.2469953,29.9794045,https://www.google.com/maps/place/Dr.+Ahmed+Abdel+Moneim+Abdel+Karim/data=!4m7!3m6!1s0x14f5ea9047dce8a1:0x19555c775813b34b!8m2!3d31.2469953!4d29.9794045!16s%2Fg%2F11cn69wbzj!19sChIJoejcR5Dq9RQRS7MTWHdcVRk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr. El Sayeda Taha,جلدية,طبيب أمراض جلدية,01205648557,8 Salah Mostafa,31.1994277,29.9035743,https://www.google.com/maps/place/Dr.+El+Sayeda+Taha/data=!4m7!3m6!1s0x14f5c3f31fd9f4a7:0x4ea72141882e5106!8m2!3d31.1994277!4d29.9035743!16s%2Fg%2F11fd56bsv_!19sChIJp_TZH_PD9RQRBlEuiEEhp04?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr. Fayrouz Khalil Badran,جلدية,طبيب أمراض جلدية,035926537,59 Omar Lotfy,31.2146778,29.9259422,https://www.google.com/maps/place/Dr.+Fayrouz+Khalil+Badran/data=!4m7!3m6!1s0x14f5c47ce2aaccf9:0xa964d9911820600!8m2!3d31.2146778!4d29.9259422!16s%2Fg%2F1tdv9ykv!19sChIJ-cyq4nzE9RQRAAaCEZlNlgo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr. Gamal Mourad,جلدية,طبيب أمراض جلدية,01222210873,6W3M+7HH,31.2031799,29.9339848,https://www.google.com/maps/place/Dr.+Gamal+Mourad/data=!4m7!3m6!1s0x14f5c482041b4cc3:0x5eefe04178b13afd!8m2!3d31.2031799!4d29.9339848!16s%2Fg%2F1tfq1_jn!19sChIJw0wbBILE9RQR_TqxeEHg714?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr. George Mounir Saba,جلدية,طبيب أمراض جلدية,034809406,22 el Ghorfa El Togareya st.,31.2000897,29.8974208,https://www.google.com/maps/place/Dr.+George+Mounir+Saba/data=!4m7!3m6!1s0x14f5c3f26558d5b5:0xde12ca108a82e92e!8m2!3d31.2000897!4d29.8974208!16s%2Fg%2F1tlr2l6x!19sChIJtdVYZfLD9RQRLumCihDKEt4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr. Mohamed Ali Ibrahim Dermatology and Andrology Clinic. د/ محمد علي ابراهيم، جلدية و تناسلية و أمراض ذكورة,جلدية,طبيب أمراض جلدية,01000177204,7 Saad Zaghloul Square,31.2018153,29.9018636,https://www.google.com/maps/place/Dr.+Mohamed+Ali+Ibrahim+Dermatology+and+Andrology+Clinic.+%D8%AF%2F+%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D9%84%D9%8A+%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85%D8%8C+%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88+%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D8%A9+%D9%88+%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%B0%D9%83%D9%88%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5c3ec144b473d:0xf730f2c07c4e4b3f!8m2!3d31.2018153!4d29.9018636!16s%2Fg%2F11qswq8504!19sChIJPUdLFOzD9RQRP0tOfMDyMPc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr. Ola El Kamshoushi دكتوره علا الكمشوشي,جلدية,طبيب أمراض جلدية,01118289899,"398 طريق الحرية, El Qasem",31.2241349,29.9463956,https://www.google.com/maps/place/Dr.+Ola+El+Kamshoushi+%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D9%87+%D8%B9%D9%84%D8%A7+%D8%A7%D9%84%D9%83%D9%85%D8%B4%D9%88%D8%B4%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5c38df19beaef:0xc3ed118e985652f2!8m2!3d31.2241349!4d29.9463956!16s%2Fg%2F11b5pj0hjg!19sChIJ7-qb8Y3D9RQR8lJWmI4R7cM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
ELSaadany Medical Center,جلدية,طبيب أمراض جلدية,01288112667,163 شارع المكس، الورديان،,31.1648668,29.8656814,https://www.google.com/maps/place/ELSaadany+Medical+Center/data=!4m7!3m6!1s0x14f5c18bc9d0b98b:0xe555a48c93a1ce3a!8m2!3d31.1648668!4d29.8656814!16s%2Fg%2F11n04pygc1!19sChIJi7nQyYvB9RQROs6hk4ykVeU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Leather Mina onions,جلدية,طبيب أمراض جلدية,033629704,25 Ibn Toloon,31.1854583,29.8916092,https://www.google.com/maps/place/Leather+Mina+onions/data=!4m7!3m6!1s0x14f5c3db189ad9a3:0x9f5edd8a2e3e3bc!8m2!3d31.1854583!4d29.8916092!16s%2Fg%2F11c32cct4n!19sChIJo9maGNvD9RQRvOPjotjt9Qk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Prof Amira Abulfotooh Eid clinic- عيادة ا.د اميرة ابوالفتوح عيد,جلدية,طبيب أمراض جلدية,034872150,,31.1982396,29.9004804,https://www.google.com/maps/place/Prof+Amira+Abulfotooh+Eid+clinic-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7.%D8%AF+%D8%A7%D9%85%D9%8A%D8%B1%D8%A9+%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%AA%D9%88%D8%AD+%D8%B9%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f5c3557fc921c3:0xba896dbf83a1cc91!8m2!3d31.1982396!4d29.9004804!16s%2Fg%2F11hfj_vbl4!19sChIJwyHJf1XD9RQRkcyhg79tibo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Prof. Dr Khaled Abdelraheem ا.د. خالد عبدالرحيم,جلدية,طبيب أمراض جلدية,01002413641,١٠٢ Hasan Al Askandarani,31.1910242,29.9090881,https://www.google.com/maps/place/Prof.+Dr+Khaled+Abdelraheem+%D8%A7.%D8%AF.+%D8%AE%D8%A7%D9%84%D8%AF+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%8A%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f5c3caa32a3c0f:0xc674ee5aafb9f3f8!8m2!3d31.1910242!4d29.9090881!16s%2Fg%2F11ty2g_cds!19sChIJDzwqo8rD9RQR-PO5r1rudMY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Rederm Clinic,جلدية,طبيب أمراض جلدية,01228893387,١١ Gharbo Bek,31.2431182,29.9637612,https://www.google.com/maps/place/Rederm+Clinic/data=!4m7!3m6!1s0x14f5c52e58b4051d:0xe99e3db967f2d5e!8m2!3d31.2431182!4d29.9637612!16s%2Fg%2F11c52bd7z2!19sChIJHQW0WC7F9RQRXi1_ltvjmQ4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Skin Arts Clinic مركز سكين أرتس,جلدية,طبيب أمراض جلدية,035459363,,31.2190706,29.9411373,https://www.google.com/maps/place/Skin+Arts+Clinic+%D9%85%D8%B1%D9%83%D8%B2+%D8%B3%D9%83%D9%8A%D9%86+%D8%A3%D8%B1%D8%AA%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x14f5c5f13e05a7b1:0x714db35e1512a15e!8m2!3d31.2190706!4d29.9411373!16s%2Fg%2F11g0h1yb3x!19sChIJsacFPvHF9RQRXqESFV6zTXE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Sparkle Clinics - Ajami Bitash Branch,جلدية,طبيب أمراض جلدية,01271979100,"أول مدخل البيطاش الرئيسي ، فوق حلواني, Alaa El-Deen",31.1156472,29.7937796,https://www.google.com/maps/place/Sparkle+Clinics+-+Ajami+Bitash+Branch/data=!4m7!3m6!1s0x14f5eb336ffc633f:0x94a1052c3877201d!8m2!3d31.1156472!4d29.7937796!16s%2Fg%2F11tfhsyw_6!19sChIJP2P8bzPr9RQRHSB3OCwFoZQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
dermatologist عيادة الدكتور محي الدين حسن على للامراض الجلدية و التناسلية و عقم الرجال,جلدية,طبيب أمراض جلدية,01129045162,"خلف الشيخ وفيق للحلويات, Ibn Al Frat",31.203013,29.8752911,https://www.google.com/maps/place/dermatologist+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%8A+%D8%A7%D9%84%D8%AF%D9%8A%D9%86+%D8%AD%D8%B3%D9%86+%D8%B9%D9%84%D9%89+%D9%84%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88+%D8%A7%D9%84%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D8%A9+%D9%88+%D8%B9%D9%82%D9%85+%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f5c1fe1a619203:0xb51b9e50e56c3936!8m2!3d31.203013!4d29.8752911!16s%2Fg%2F11hytgvg7x!19sChIJA5JhGv7B9RQRNjls5VCeG7U?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
اخصائي امراض جلدية وتناسلية، الدكتور حسام أبوإسماعيل,جلدية,عيادة طبية,01003601763,"الدخلية الاسكندريه Alexandria Governorate EG 21500, Dekhela",31.1313232,29.8199737,https://www.google.com/maps/place/%D8%A7%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A+%D8%A7%D9%85%D8%B1%D8%A7%D8%B6+%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D8%A9%D8%8C+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AD%D8%B3%D8%A7%D9%85+%D8%A3%D8%A8%D9%88%D8%A5%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f5ebeb9f712825:0xd090ff1e30e1876d!8m2!3d31.1313232!4d29.8199737!16s%2Fg%2F11ghs1k6mk!19sChIJJShxn-vr9RQRbYfhMB7_kNA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الأستاذ الدكتور فيروز خليل بدران,جلدية,طبيب أمراض جلدية,01001551777,Omar Lotfy,31.2136014,29.9252547,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%81%D9%8A%D8%B1%D9%88%D8%B2+%D8%AE%D9%84%D9%8A%D9%84+%D8%A8%D8%AF%D8%B1%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5c47d1c9faf31:0xec9cc22786eec8bd!8m2!3d31.2136014!4d29.9252547!16s%2Fg%2F11h10ddk5h!19sChIJMa-fHH3E9RQRvcjuhifCnOw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الأستاذة الدكتورة رانيه السيد,جلدية,طبيب أمراض جلدية,035904601,عمارة 179 Omar Lotfy,31.2185077,29.9323354,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D8%B1%D8%A7%D9%86%D9%8A%D9%87+%D8%A7%D9%84%D8%B3%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f5c4895c2c1fdf:0x4fb62fcbb85792c0!8m2!3d31.2185077!4d29.9323354!16s%2Fg%2F11h1hs_8st!19sChIJ3x8sXInE9RQRwJJXuMsvtk8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الأستاذة الدكتورة نجلاء فتحى عجمية,جلدية,طبيب أمراض جلدية,035907612,"شقة 27، عمارة 178 الدور الخامس, Omar Lotfy",31.2183477,29.9320142,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%86%D8%AC%D9%84%D8%A7%D8%A1+%D9%81%D8%AA%D8%AD%D9%89+%D8%B9%D8%AC%D9%85%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5c48967c417a1:0x335f05f4d16f1e88!8m2!3d31.2183477!4d29.9320142!16s%2Fg%2F11h1j0539m!19sChIJoRfEZ4nE9RQRiB5v0fQFXzM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الأستاذة الدكتورة نوران عبد العزيز أبو خضر,جلدية,طبيب أمراض جلدية,034868867,٢ شارع الدكتور علي ابراهيم، حي محطه الرمل,31.2018873,29.9020254,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%86%D9%88%D8%B1%D8%A7%D9%86+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2+%D8%A3%D8%A8%D9%88+%D8%AE%D8%B6%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5c3f2f4cbae95:0xbbf8bcd3ed31362c!8m2!3d31.2018873!4d29.9020254!16s%2Fg%2F11h7kw8p1n!19sChIJla7L9PLD9RQRLDYx7dO8-Ls?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الأستاذة الدكتورة نوران عبد العزيز أبوخضر,جلدية,طبيب أمراض جلدية,034687432,شارع كنيسة الأقباط،، ميدان محطة الرمل,31.1974547,29.8998022,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%86%D9%88%D8%B1%D8%A7%D9%86+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2+%D8%A3%D8%A8%D9%88%D8%AE%D8%B6%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5c3ec3c5bd9cb:0x4d5b4ed7aa497cd3!8m2!3d31.1974547!4d29.8998022!16s%2Fg%2F11h18rjxpk!19sChIJy9lbPOzD9RQR03xJqtdOW00?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الأستاذه الدكتوره عائشه عبد المنعم,جلدية,طبيب أمراض جلدية,034802626,5VXV+QV3,31.1993991,29.8946721,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0%D9%87+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D9%87+%D8%B9%D8%A7%D8%A6%D8%B4%D9%87+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D9%86%D8%B9%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f5c3ef0b5d429f:0xbf105558bad0b895!8m2!3d31.1993991!4d29.8946721!16s%2Fg%2F1tdsl_k7!19sChIJn0JdC-_D9RQRlbjQulhVEL8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الاستاذ الدكتور فيروز بدران,جلدية,طبيب أمراض جلدية,033091224,,31.1236588,29.7837605,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%81%D9%8A%D8%B1%D9%88%D8%B2+%D8%A8%D8%AF%D8%B1%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5952c6829d7f1:0x34d282eac286fb1f!8m2!3d31.1236588!4d29.7837605!16s%2Fg%2F1tjcrq23!19sChIJ8dcpaCyV9RQRH_uGwuqC0jQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الدكتور محمد حسن,جلدية,طبيب أمراض جلدية,01288339400,"بجوار تبارك للبصريات الكيلو ١٦.٥, Alexandria Desert Rd",31.1055008,29.7811879,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%AD%D8%B3%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594ce3b0584b3:0x70d8d8083eb378d!8m2!3d31.1055008!4d29.7811879!16s%2Fg%2F11h3gpfyrt!19sChIJs4QFO86U9RQRjTfrg4CNDQc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الدكتوره أمنية العبد أخصائى جلديه و تجميل و ليزر,جلدية,طبيب أمراض جلدية,01205051324,"بجوار هيرتيدج (عمارة العفاريت سابقا، ٤١٠ طريق الحريه, Roushdy",31.2257443,29.9481895,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D9%87+%D8%A3%D9%85%D9%86%D9%8A%D8%A9+%D8%A7%D9%84%D8%B9%D8%A8%D8%AF+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%89+%D8%AC%D9%84%D8%AF%D9%8A%D9%87+%D9%88+%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%88+%D9%84%D9%8A%D8%B2%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5c37b5db80ae5:0xd53f904841eff25d!8m2!3d31.2257443!4d29.9481895!16s%2Fg%2F11h3_t970r!19sChIJ5Qq4XXvD9RQRXfLvQUiQP9U?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
العجمي الدرايسه أمـام مـعـمـل ألـفـا,جلدية,طبيب أمراض جلدية,,"4Q3H+655 أمـام مـعـمـل ألـفـا, Al Daresa",31.10301,29.77798,https://www.google.com/maps/place/%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A+%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D9%8A%D8%B3%D9%87+%D8%A3%D9%85%D9%80%D8%A7%D9%85+%D9%85%D9%80%D8%B9%D9%80%D9%85%D9%80%D9%84+%D8%A3%D9%84%D9%80%D9%81%D9%80%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x14f5950037578ec9:0x5455d6547319a293!8m2!3d31.10301!4d29.77798!16s%2Fg%2F11wmy__npk!19sChIJyY5XNwCV9RQRk6IZc1TWVVQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
العيادة الجلديه بمينا البصل,جلدية,مستشفى,033629704,21-25 Ibn Toloon,31.1855327,29.8912664,https://www.google.com/maps/place/%D8%A7%D9%84%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D9%87+%D8%A8%D9%85%D9%8A%D9%86%D8%A7+%D8%A7%D9%84%D8%A8%D8%B5%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f5c3db19565617:0x5dbfc0983c3fec37!8m2!3d31.1855327!4d29.8912664!16s%2Fg%2F11crxw9m_n!19sChIJF1ZWGdvD9RQRN-w_PJjAv10?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
د / رشا محمود جنيدى,جلدية,طبيب أمراض جلدية,035413733,6W9Q+748، أمام محطه ترام سوق الزنانيري كليوباترا، حي شرق,31.2181683,29.9378315,https://www.google.com/maps/place/%D8%AF+%2F+%D8%B1%D8%B4%D8%A7+%D9%85%D8%AD%D9%85%D9%88%D8%AF+%D8%AC%D9%86%D9%8A%D8%AF%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5c48dc2bf373d:0x680fa708bbf44f34!8m2!3d31.2181683!4d29.9378315!16s%2Fg%2F11flb44cjw!19sChIJPTe_wo3E9RQRNE_0uwinD2g?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
د ايمان فليفل أخصائي الجلدية و تجميل البشرة,جلدية,طبيب أمراض جلدية,01554520192,مع السكة الحديد* مول عمر المختار ٢*، تقاطع كوبرى الصحراوى,31.0168482,29.796083,https://www.google.com/maps/place/%D8%AF+%D8%A7%D9%8A%D9%85%D8%A7%D9%86+%D9%81%D9%84%D9%8A%D9%81%D9%84+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88+%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D8%A7%D9%84%D8%A8%D8%B4%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5ed007fa217c1:0x146524b7233804d6!8m2!3d31.0168482!4d29.796083!16s%2Fg%2F11x21kpd6y!19sChIJwReifwDt9RQR1gQ4I7ckZRQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
د. عائشة ربيع,جلدية,طبيب أمراض جلدية,0354534444,6XF4+M25,31.2241361,29.9551185,https://www.google.com/maps/place/%D8%AF.+%D8%B9%D8%A7%D8%A6%D8%B4%D8%A9+%D8%B1%D8%A8%D9%8A%D8%B9%E2%80%AD/data=!4m7!3m6!1s0x14f5c4c3c2da8ff1:0xdf1d6945e43d0885!8m2!3d31.2241361!4d29.9551185!16s%2Fg%2F11gbnjrp4j!19sChIJ8Y_awsPE9RQRhQg95EVpHd8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
د. هاجر فؤاد أخصائية الامراض الجلدية والتجميل والليزر,جلدية,عيادة جراحة التجميل,01141488806,امام ماكدونالز، 284 Gamal Abd El-Nasir Rd,31.245256,29.9817265,https://www.google.com/maps/place/%D8%AF.+%D9%87%D8%A7%D8%AC%D8%B1+%D9%81%D8%A4%D8%A7%D8%AF+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A%D8%A9+%D8%A7%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%88%D8%A7%D9%84%D9%84%D9%8A%D8%B2%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5db87b773f975:0x4bbae41447a71ab9!8m2!3d31.245256!4d29.9817265!16s%2Fg%2F11nz3qdl3s!19sChIJdflzt4fb9RQRuRqnRxTkuks?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
