hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (3),W4Efsd (4),W4Efsd (5),UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd (2),R8c4Qb (2),W4Efsd (6),qBF1Pd (2),e4rVHe,doJOZc,W4Efsd (7),ah5Ghc
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D9%81%D8%B1%D8%AD%D8%A7%D8%AA+%D8%A7%D9%84%D9%85%D8%A7%D9%88%D9%8A+-+%D9%84%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9+%D9%88%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D8%A7%D9%85+%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B8%D9%8A%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5954ebc55d3eb:0xc20d58047bb93327!8m2!3d31.0881335!4d29.7519582!16s%2Fg%2F11pzrm0rks!19sChIJ69NVvE6V9RQRJzO5ewRYDcI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور أحمد فرحات الماوي - للجراحة العامة وجراحة الأورام والمناظير,عيادة دكتور أحمد فرحات الماوي - للجراحة العامة وجراحة الأورام والمناظير,5.0,(24),جرَّاح,,1 El-Saberin Mosque,,012 10040163,http://www.facebook.com/Dr.Ahmed.Farahat1/,,Website,,Directions,,,,,,On-site services
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B5%D8%A8%D8%B1%D9%89+%D9%8A%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x14f594bf4fe7de91:0x1784c0d888b807a1!8m2!3d31.0977707!4d29.7709165!16s%2Fg%2F11h12gpl8v!19sChIJkd7nT7-U9RQRoQe4iNjAhBc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد صبرى يس,دكتور محمد صبرى يس,4.3,(24),طبيب باطنه,طريق اسكندرية مطروح مقابل ميدان الهانوفيل، 3QXC+493,Open,·,011 01062626,https://drsabryclinics.com/,,Website,,Directions,· Closes 10 AM,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AE%D8%A7%D9%84%D8%AF+%D9%85%D8%AD%D9%85%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f59500056df845:0x306862eef86ceb4c!8m2!3d31.1059332!4d29.764821!16s%2Fg%2F11zypfsj5h!19sChIJRfhtBQCV9RQRTOts-O5iaDA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور خالد محمد,عيادة دكتور خالد محمد,,,طبيب باطنه,"4Q47+9WG, Al Hanouvel",Closed,· Opens 2 PM,,,,Directions,,,,,No reviews,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%B1%D9%88%D8%A7%D9%86+%D8%B3%D8%A7%D9%84%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f595f7301e8fbb:0x9a1b7011994ee756!8m2!3d31.0882307!4d29.7522647!16s%2Fg%2F11sz2p2qwp!19sChIJu48eMPeV9RQRVudOmRFwG5o?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور مروان سالم,عيادة دكتور مروان سالم,5.0,(4),جرَّاح,·,Closed,· Opens 7 PM,011 24095625,,,Directions,,,"Al agamy ,abu youssef,alexandria marsa matrouh road, El-Saberin Mosque",,,,·,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%AD%D9%85%D8%AF+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B3%D8%AA%D8%A7%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f595c5ab7dcfcd:0x9a937ab82db6077d!8m2!3d31.0960351!4d29.758069!16s%2Fg%2F11pd34l9b1!19sChIJzc99q8WV9RQRfQe2Lbh6k5o?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور احمد عبدالستار,عيادة دكتور احمد عبدالستار,5.0,(17),جرَّاح,,العجمي ابويوسف الحديد والصلب فوق صيدلية العيادات داخل مركز الغفران - البيطاش الرئيسي - العجمي شارع البيطاش الرئيسي - بيانكي - بجوار عمر افندي - داخل مركز الغفران,,010 97801315,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AA%D8%A7%D9%85%D8%B1+%D8%B3%D9%84%D8%B7%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f59490bea18d01:0x79cef59132383b76!8m2!3d31.092096!4d29.7587227!16s%2Fg%2F11h6tzsqzc!19sChIJAY2hvpCU9RQRdjs4MpH1znk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور تامر سلطان,عيادة دكتور تامر سلطان,4.7,(66),طبيب أمراض نسائية و توليد,·,الكيلو١٧.٥ طريق اسكندرية مطروح، أبو يوسف,Closed,012 23368365,,,Directions,,,· Opens 1 PM,,,,,
https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B7%D8%A7%D8%B1%D9%82+%D8%B3%D9%84%D8%A7%D9%85%D9%87%E2%80%AD/data=!4m7!3m6!1s0x14f59300113b5b3f:0x6c6c1be7f0ffe114!8m2!3d31.0850872!4d29.7163067!16s%2Fg%2F11zgl32nyj!19sChIJP1s7EQCT9RQRFOH_8OcbbGw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,صيدلية دكتور طارق سلامه,صيدلية دكتور طارق سلامه,5.0,(1),صيدلية,,شارع قاسم، الكيلو 21 الزراعيين,,011 20987328,,,Directions,,,,,,,,
https://www.google.com/maps/place/Dr.+ahmed+fathy/data=!4m7!3m6!1s0x14f595b9a5f73ee7:0x3d74fb41204fb62a!8m2!3d31.088238!4d29.7522456!16s%2Fg%2F11h6tnwy31!19sChIJ5z73pbmV9RQRKrZPIEH7dD0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. ahmed fathy,,5.0,(2),طبيب,3QQ2+7VX,Closed,· Opens 12 PM,012 80030029,,,Directions,,,·,Dr. ahmed fathy,,,,
https://www.google.com/maps/place/Dr%2FEnaam+fekry/data=!4m7!3m6!1s0x14f595ae3173b17b:0x10763f0a36984025!8m2!3d31.0881731!4d29.7527467!16s%2Fg%2F11h84jnl7m!19sChIJe7FzMa6V9RQRJUCYNgo_dhA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr/Enaam fekry,,2.0,(11),طبيب,Alex - Cairo,Closed,· Opens 5 PM,012 73362255,,,Directions,,,·,Dr/Enaam fekry,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%81%D8%AA%D8%AD%D9%8A+%D9%81%D8%B1%D8%BA%D9%84%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f59500633a9f47:0x37353a3d10111fe9!8m2!3d31.0913418!4d29.7579889!16s%2Fg%2F11yjghfnzn!19sChIJR586YwCV9RQR6R8RED06NTc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد فتحي فرغلي,دكتور محمد فتحي فرغلي,5.0,(3),طبيب,,"١٧.٥ طريق اسكندرية مطروح, Abou Youssef",,012 20066972,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B1%D8%A7%D9%86%D9%8A%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x14f595003a4e6dab:0x2832949c271698b8!8m2!3d31.0879989!4d29.7463548!16s%2Fg%2F11ntplv79f!19sChIJq21OOgCV9RQRuJgWJ5yUMig?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور رانيا,دكتور رانيا,,,صيدلية,"3PQW+8C2, Red Bekas",,,,,,Directions,,,,,No reviews,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AC%D9%88%D8%A7%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f59513c78eec65:0xec9fdcf89bf73034!8m2!3d31.0921598!4d29.7598424!16s%2Fg%2F11nnpvhytc!19sChIJZeyOxxOV9RQRNDD3m_jcn-w?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد عبدالجواد,دكتور أحمد عبدالجواد,4.6,(30),طبيب أطفال,Closed,Alexandria - Marsa Matrouh Rd,·,010 61582061,http://fb.me/gawad.clinic,,Website,,Directions,· Opens 2 PM,,,,,
https://www.google.com/maps/place/%D8%AF%2F+%D8%B5%D8%A7%D8%A8%D8%B1+%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f59490cc457dc1:0x919f98609e227cfb!8m2!3d31.0883314!4d29.7528406!16s%2Fg%2F11h12rpwwp!19sChIJwX1FzJCU9RQR-3winmCYn5E?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د/ صابر الجمال,د/ صابر الجمال,3.8,(12),جراح تقويم عظام,ابو يوسف، امام ابو حجاج بجوار برج الصابرين، شارع مسجد الصابرين، 17 5طريق الإسكندرية,Closed,·,011 48748427,https://m.facebook.com/pages/category/Orthopedist/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9-%D8%AF-%D8%B5%D8%A7%D8%A8%D8%B1-%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D9%84-%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A-%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85-178311309726372/,,Website,,Directions,· Opens 6 PM,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AE%D8%A7%D9%84%D8%AF+%D9%85%D8%AD%D9%85%D8%AF+%D8%A3%D8%AD%D9%85%D8%AF+%D9%85%D8%AE%D9%8A%D9%85%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5953191622907:0x4f1ed783c0121f79!8m2!3d31.0990016!4d29.7718635!16s%2Fg%2F11zxkcs365!19sChIJBylikTGV9RQReR8SwIPXHk8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور خالد محمد أحمد مخيمر,عيادة دكتور خالد محمد أحمد مخيمر,,,طبيب باطنه,·,اسكندرية مطروح عمارة مطعم أبو راوية فوق كافيه الهانوفيل,Closed,015 57653765,,,Directions,,,· Opens 2 PM,,No reviews,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D9%86%D8%A7%D8%B5%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f59481a4818645:0x94cf7c245f71fe8!8m2!3d31.0858632!4d29.7465763!16s%2Fg%2F11h7dt5r3l!19sChIJRYaBpIGU9RQR6B_3RcL3TAk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد ناصر,دكتور أحمد ناصر,4.0,(3),عيادة جراحة العظام,,3PPW+8JW، طريق اسكندرية مطروح، بجوار شارع همام,,012 72709857,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%AF%2F%D9%85%D8%AD%D9%85%D8%AF%D8%BA%D8%A7%D8%B2%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f593d6b1c8075f:0xe40de33af20bab11!8m2!3d31.0816583!4d29.7406959!16s%2Fg%2F11g_y_7q9y!19sChIJXwfIsdaT9RQREasL8jrjDeQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,صيدلية د/محمدغازي,صيدلية د/محمدغازي,5.0,(4),صيدلية,,3شارع بلال بن رباح، الذراع البحري، قسم العامرية، الإسكندرية،,Closed,,,,Directions,,,· Opens 10 AM,,,,,Delivery
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%2F+%D8%A3%D9%85%D9%8A%D9%86+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%A7%D8%B2%D9%82+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85+%28%D9%81%D8%B1%D8%B9+%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A%29%E2%80%AD/data=!4m7!3m6!1s0x14f595e8a27f4701:0x8b459446b36fa029!8m2!3d31.0883462!4d29.7523652!16s%2Fg%2F11h71459n_!19sChIJAUd_ouiV9RQRKaBvs0aURYs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الأستاذ الدكتور/ أمين عبد الرازق لجراحة العظام (فرع العجمي),عيادة الأستاذ الدكتور/ أمين عبد الرازق لجراحة العظام (فرع العجمي),4.1,(10),عيادة جراحة العظام,"برج الصابرين بجوار, El-Saberin Mosque",Closed,·,011 49992880,https://www.facebook.com/Dr.AminAbdelRazek.Clinic/,,Website,,Directions,· Opens 3 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%81%D8%AA%D8%AD%D9%89+%D8%B9%D8%B7%D8%A7%D8%A7%D9%84%D9%84%D9%87+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%89+%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D8%B1%D8%A9+%D9%88%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f595001a3298b9:0xa1ec45fafdef36f6!8m2!3d31.1158928!4d29.7635155!16s%2Fg%2F11z8hsfc1x!19sChIJuZgyGgCV9RQR9jbv_fpF7KE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور فتحى عطاالله أخصائى طب الأسرة والأطفال,دكتور فتحى عطاالله أخصائى طب الأسرة والأطفال,5.0,(1),عيادة طبية,١ Dawoud Khattab,Open 24 hours,,010 30949251,,,Directions,,,·,,,,,
https://www.google.com/maps/place/%D9%85%D9%83%D8%AA%D8%A8+%D8%A7%D9%84%D9%85%D8%A3%D8%B0%D9%88%D9%86+%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D9%84%D9%8A+%D8%A7%D8%A8%D9%88%D9%8A%D8%AD%D9%8A%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f595476273ad51:0xd63065c16ce1a6a7!8m2!3d31.0864671!4d29.7436713!16s%2Fg%2F11sbs46m_6!19sChIJUa1zYkeV9RQRp6bhbMFlMNY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مكتب المأذون الشرعي دكتور علي ابويحيي,مكتب المأذون الشرعي دكتور علي ابويحيي,5.0,(4),مكتب ترخيص الزواج,ابويوسف قبلي,Open 24 hours,·,012 84129591,https://mazounalexandria.com/,,Website,,Directions,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%2F+%D8%AE%D8%A7%D9%84%D8%AF+%D8%A7%D9%84%D8%B4%D9%8A%D9%85%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594ce3bacd017:0xe292bde933a7ef15!8m2!3d31.1054733!4d29.781138!16s%2Fg%2F11h00dznwr!19sChIJF9CsO86U9RQRFe-nM-m9kuI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور/ خالد الشيمى,دكتور/ خالد الشيمى,5.0,(14),طبيب عيون,بجوار بلوستار للبصريات الكيلو ١٦.٥طريق مصر، الصحراوي,,,03 3016724,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%AE%D8%A7%D9%84%D8%AF-%D8%A7%D9%84%D8%B4%D9%8A%D9%85%D9%89-%D8%AC%D8%B1%D8%A7%D8%AD%D8%A7%D8%AA-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-,,Website,,Directions,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AD%D8%B3%D9%86+%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85+%D8%B9%D9%88%D8%A7%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f5951bfa260ffd:0xa80d38aa9b8c4bdb!8m2!3d31.0991061!4d29.7664216!16s%2Fg%2F11h6t978pz!19sChIJ_Q8m-huV9RQR20uMm6o4Dag?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عبدالمحسن ابراهيم عواد,دكتور عبدالمحسن ابراهيم عواد,5.0,(1),طبيب أطفال,العجمى ابويوسف العجمى ابو يوسف طريق اسكندرية مطروح - الدور الثاني العجمي,,,02 25983900,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AD%D8%B3%D9%86--%D8%B9%D9%88%D8%A7%D8%AF-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-%D9%88%D8%AD%D8%AF%D9%8A%D8%AB%D9%8A-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D8%AF%D8%A9?utm_source=referral&utm_medium=gmb&utm_campaign=maps,,Website,,Directions,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%87%D9%8A%D8%AB%D9%85+%D9%81%D8%A7%D9%8A%D8%AF+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%A7%D9%88%D8%B1%D8%A7%D9%85+%D9%88+%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5949ad3faaaa9:0xd1858b41ed630bdf!8m2!3d31.0900195!4d29.7553022!16s%2Fg%2F11dxqj_5r0!19sChIJqar605qU9RQR3wtj7UGLhdE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الاستاذ الدكتور هيثم فايد لجراحة الاورام و الثدي,عيادة الاستاذ الدكتور هيثم فايد لجراحة الاورام و الثدي,3.6,(10),جرَّاح,"امام مدارس الاورمان الثانوية الفندقية والكمبيوتر, طريق اسكندرية مطروح, Abou Youssef",,,010 10076075,https://www.facebook.com/h.fayedsurgicaloncology,,Website,,Directions,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D9%8A%D9%85%D9%86+%D8%B3%D8%B9%D9%8A%D8%AF+%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%89+%D8%B5%D8%AF%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f595745a03d0d9:0x5e28daa24293bac!8m2!3d31.0890117!4d29.753361!16s%2Fg%2F11vbskkm_j!19sChIJ2dADWnSV9RQRrDspJKqN4gU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور ايمن سعيد علام استشارى صدر,عيادة دكتور ايمن سعيد علام استشارى صدر,5.0,(2),مستشار صحي,3QQ3+H89,,,010 24217145,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%B4%D8%B1%D9%81+%D8%A8%D8%AF%D9%88%D9%89+%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D8%A9+%D9%88%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f59593a2287fa1:0xeba3b0ee39f1ad9a!8m2!3d31.0872103!4d29.7480401!16s%2Fg%2F11fkyygk58!19sChIJoX8oopOV9RQRmq3xOe6wo-s?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز الدكتور أشرف بدوى لزراعة وتجميل الأسنان,مركز الدكتور أشرف بدوى لزراعة وتجميل الأسنان,4.0,(1),طبيب,·,3PPX+V6M، برج الحمد - ش صلاح سالم - عمارات المحاربين الجديدة - أمام مزلقان الإنشاء والتعمير,Closed,010 03920494,,,Directions,,,· Opens 3 PM,,,,,
https://www.google.com/maps/place/Doctor+vet+clinic/data=!4m7!3m6!1s0x14f59361f8c2d6e3:0x520b8d2025308b2a!8m2!3d31.0697626!4d29.7201523!16s%2Fg%2F11h7cljryx!19sChIJ49bC-GGT9RQRKoswJSCNC1I?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Doctor vet clinic,,3.3,(16),طبيب بيطري,,Closed,· Opens 12 PM,012 77393035,,,Directions,,,,Doctor vet clinic,,,,
https://www.google.com/maps/place/Royal+clinics+%D8%A7%D9%84%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D8%A7%D9%84%D9%85%D9%84%D9%83%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f594c1beed5083:0xd787c3e31c4be44c!8m2!3d31.1028615!4d29.7674131!16s%2Fg%2F11gg6d4w8p!19sChIJg1DtvsGU9RQRTORLHOPDh9c?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Royal clinics العيادات الملكية,Royal clinics العيادات الملكية,4.6,(53),عيادة طبية,Elhanovel Road,Open,· Closes 11 PM,012 76742216,,,Directions,,,·,,,,,
https://www.google.com/maps/place/%D8%AF.+%D8%A7%D8%B3%D9%84%D8%A7%D9%85+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D9%86%D8%B9%D9%85+%D8%A7%D8%A8%D9%88+%D8%B2%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f59490cad57df9:0x9d43298946da32e2!8m2!3d31.0922726!4d29.7599663!16s%2Fg%2F11fkw6_zcp!19sChIJ-X3VypCU9RQR4jLaRokpQ50?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د. اسلام عبد المنعم ابو زيد,د. اسلام عبد المنعم ابو زيد,3.9,(17),عيادة طب العيون,,١٧.٥ طريق اسكندرية مطروح، أبو يوسف,,011 20600161,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D8%A7%D9%88%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5950056b9a1b1:0x69c5118898889dcb!8m2!3d31.0884018!4d29.750192!16s%2Fg%2F11mrlkjljx!19sChIJsaG5VgCV9RQRy52ImIgRxWk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الدكتور محمد الشرقاوى,عيادة الدكتور محمد الشرقاوى,,,طبيب أمراض نسائية و توليد,3QQ2+938,,,,,,Directions,,,,,No reviews,,,
https://www.google.com/maps/place/%D8%B4%D8%A7%D9%84%D9%8A%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%8A%D8%B2%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f595011b8b259d:0xf2f1d47cf74114f8!8m2!3d31.0893565!4d29.7300033!16s%2Fg%2F11szfj4s61!19sChIJnSWLGwGV9RQR-BRB93zU8fI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,شالية دكتور يزيد,شالية دكتور يزيد,,,مبنى سكني,,49 25، الذراع البحري، قسم أول العامرية،,,,,,Directions,,,,,No reviews,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86+%D8%AD%D8%A7%D9%81%D8%B8%E2%80%AD/data=!4m7!3m6!1s0x14f5950016b8a4cb:0x56036793c08eb78c!8m2!3d31.0899598!4d29.7545692!16s%2Fg%2F11xnrhd1fd!19sChIJy6S4FgCV9RQRjLeOwJNnA1Y?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عبد الرحمن حافظ,دكتور عبد الرحمن حافظ,,,جراح تقويم عظام,"3QQ3+WR6, Alexandria - Marsa Matrouh Rd",,,,,,Directions,,,,,No reviews,,,
